,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure
331,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Snap
332,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
333,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
334,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
335,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
336,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
337,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
338,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
339,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
340,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
341,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
342,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
343,Full,Transparent,Closed,Conical,Glass,Container,Snap,False,False,False,Cork
344,Full,Opaque,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
345,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
346,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Cork
347,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
348,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
349,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
350,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Complex,False,False,False,Ropp
351,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
352,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
353,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
354,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
355,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
356,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
357,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
358,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
359,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
360,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
361,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
362,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
363,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
364,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
365,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
366,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
367,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
368,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
369,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
370,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
371,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
372,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
373,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
374,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
375,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
376,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
377,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
378,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
379,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
380,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
381,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
382,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
383,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
384,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
385,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
386,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
387,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
388,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
389,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
390,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
391,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
392,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
393,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
394,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
395,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
396,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
397,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
398,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
399,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
400,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
401,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
402,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
403,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
404,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
405,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
406,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
407,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
408,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
409,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
410,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
411,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
412,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
413,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
414,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
415,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
416,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
417,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
418,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
419,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
420,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
421,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
422,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
423,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
424,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
425,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
426,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
427,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
428,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
429,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
430,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
431,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
432,Full,Transparent,Open,Complex,Glass,Container,Complex,False,False,False,No
433,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
434,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
435,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
436,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
437,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
438,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
439,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
440,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
441,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
442,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
443,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
444,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
445,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
446,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
447,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
448,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
449,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
450,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
451,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
452,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
453,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
454,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
455,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
456,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
457,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
458,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
459,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
460,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
461,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
462,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
463,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
464,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
465,Full,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
466,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
467,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
468,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
469,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
470,Empty,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
471,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
472,Full,Opaque,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
473,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
474,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
475,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
476,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
477,Full,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
478,Full,Translucent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
479,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
480,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
481,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
482,Full,Opaque,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
483,Full,Opaque,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
484,Full,Opaque,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
485,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
486,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
487,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
488,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
489,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
490,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
491,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
492,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
493,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
494,Full,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
495,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
496,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
497,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
498,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Cork
499,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
500,Full,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
501,Full,Translucent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
502,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No
503,Empty,Transparent,Closed,Oval,Glass,Container,Snap,False,False,False,Snap
504,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
505,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
506,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
507,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
508,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
509,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
510,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
511,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Snap
512,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
513,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
514,Full,Transparent,Open,Cylindrical,Glass,Container,Twist,False,False,False,No
515,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
516,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
517,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
518,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
519,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
520,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
521,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
522,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
523,Full,Transparent,Open,Cylindrical,Glass,Container,Twist,False,False,False,No
524,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
525,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
526,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
527,Full,Transparent,Open,Cylindrical,Glass,Container,Twist,False,False,False,No
528,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
529,Full,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
530,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
531,Full,Transparent,Open,Cylindrical,Glass,Container,Twist,False,False,False,No
532,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
533,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
534,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
535,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
536,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
537,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
538,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
539,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
540,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
541,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
542,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
543,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
544,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
545,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
546,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
547,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
548,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
549,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
550,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
551,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
552,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
553,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
554,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
555,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
556,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
