Index,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure,Affordance:Empty,Affordance:Fill,Affordance:Close,Affordance:Open,Affordance:Unscrew,Affordance:Lift,Affordance:Swing,Affordance:PullRubber,Affordance:RemoveClip,Affordance:GrabHandle,Affordance:FlipOff,Affordance:FlipLid,Affordance:Squeeze,Affordance:PressDown,Affordance:PullUp,Affordance:Corkscrew,Affordance:RemoveSeal
179,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
180,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
181,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
182,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
183,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
185,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
187,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
191,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
192,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
193,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
196,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
197,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Flip-top,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
198,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Flip-top,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
199,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
200,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Spray,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
201,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
202,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
203,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
204,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
205,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
206,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
207,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Push-pull,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
208,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Push-pull,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
209,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
210,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
211,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
212,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Complex,False,False,False,Trigger,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
213,Full,Transparent,Closed,Rectangular,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
214,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
215,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Dropper,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
216,Full,Transparent,Closed,Rectangular,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
217,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
218,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Complex,False,False,False,Trigger,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
219,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
220,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
221,Full,Opaque,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
222,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
223,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
224,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,True,Screw,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
225,Full,Transparent,Open,Conical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,Full,Transparent,Closed,Conical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
227,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
228,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
229,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
230,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
232,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
233,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
234,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
235,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
236,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
237,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
238,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
239,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
240,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
241,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Complex,False,False,False,Spray,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
242,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Complex,False,False,False,Spray,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
243,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
244,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
245,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
246,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
247,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Complex,False,False,False,Flip-top,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
248,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Complex,False,False,False,Flip-top,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
